timestamp,temperature,humidity,pressure,soilMoisture,kc,rain_mm,device_id,vpd_kpa,et0_proxy,heat_stress,moisture_deficit,dry_hot_index,irrigate,relayStatus,targetValue,growth_stage
2026-02-15 00:00:00,14.14,69.66,852.11,72.02,0.6,0.0,esp32-irrigation,0.4894407760328136,1.662804874975028,0.0,0.0,0.0,0,OFF,0.0,initial
2026-02-15 00:15:00,13.07,70.36,854.01,72.03,0.6,0.0,esp32-irrigation,0.4459761639940594,1.5292572060224925,0.0,0.0,0.0,0,OFF,0.0,initial
2026-02-15 00:30:00,14.5,73.07,850.27,71.9,0.6,0.0,esp32-irrigation,0.4446733185881816,1.6848365175815478,0.0,0.0,0.0,0,OFF,0.0,initial
2026-02-15 00:45:00,14.65,66.61,850.69,71.94,0.6,0.0,esp32-irrigation,0.556710393352508,1.746836596192576,0.0,0.0,0.0,0,OFF,0.0,initial
2026-02-15 01:00:00,12.34,72.77,853.7,72.21,0.6,0.0,esp32-irrigation,0.3905653044457918,1.4316391505977037,0.0,0.0,0.0,0,OFF,0.0,initial
2026-02-15 01:15:00,12.86,69.36,854.07,72.22,0.6,0.0,esp32-irrigation,0.45473113847151897,1.5097462717501673,0.0,0.0,0.0,0,OFF,0.0,initial
2026-02-15 01:30:00,14.0,74.99,853.74,72.28,0.6,0.0,esp32-irrigation,0.3998110753422656,1.6124734151831095,0.0,0.0,0.0,0,OFF,0.0,initial
2026-02-15 01:45:00,13.65,73.91,850.02,72.36,0.6,0.0,esp32-irrigation,0.40769684507347986,1.5776581136990664,0.0,0.0,0.0,0,OFF,0.0,initial
2026-02-15 02:00:00,13.89,73.45,857.09,72.17,0.6,0.0,esp32-irrigation,0.4214093342041923,1.608900810907592,0.0,0.0,0.0,0,OFF,0.0,initial
2026-02-15 02:15:00,13.22,66.38,851.71,72.13,0.6,0.0,esp32-irrigation,0.5108431132374633,1.5693729561923289,0.0,0.0,0.0,0,OFF,0.0,initial
2026-02-15 02:30:00,14.6,71.64,852.83,72.08,0.6,0.0,esp32-irrigation,0.47132118719300775,1.7066439893353706,0.0,0.0,0.0,0,OFF,0.0,initial
2026-02-15 02:45:00,14.52,67.88,852.03,71.74,0.6,0.0,esp32-irrigation,0.5310576101149139,1.7217846526359122,0.0,0.0,0.0,0,OFF,0.0,initial
2026-02-15 03:00:00,13.95,71.87,856.64,71.84,0.6,0.0,esp32-irrigation,0.4482305191035734,1.6258115883204838,0.0,0.0,0.0,0,OFF,0.0,initial
2026-02-15 03:15:00,14.8,63.9,855.06,71.67,0.6,0.0,esp32-irrigation,0.6077476616199453,1.7847756665402132,0.0,0.0,0.0,0,OFF,0.0,initial
2026-02-15 03:30:00,14.27,66.61,853.45,71.75,0.6,0.0,esp32-irrigation,0.5431988343204832,1.6984980365283773,0.0,0.0,0.0,0,OFF,0.0,initial
